/Users/Ramon/Desktop/self-driving-sim-data2/IMG/center_2019_03_16_20_45_08_851.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/left_2019_03_16_20_45_08_851.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/right_2019_03_16_20_45_08_851.jpg,0,0,0,15.55921
/Users/Ramon/Desktop/self-driving-sim-data2/IMG/center_2019_03_16_20_45_08_925.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/left_2019_03_16_20_45_08_925.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/right_2019_03_16_20_45_08_925.jpg,0,0.1108768,0,15.44653
/Users/Ramon/Desktop/self-driving-sim-data2/IMG/center_2019_03_16_20_45_08_982.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/left_2019_03_16_20_45_08_982.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/right_2019_03_16_20_45_08_982.jpg,0,0.3275099,0,15.9758
/Users/Ramon/Desktop/self-driving-sim-data2/IMG/center_2019_03_16_20_45_09_053.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/left_2019_03_16_20_45_09_053.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/right_2019_03_16_20_45_09_053.jpg,0,0.5401529,0,16.24405
/Users/Ramon/Desktop/self-driving-sim-data2/IMG/center_2019_03_16_20_45_09_121.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/left_2019_03_16_20_45_09_121.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/right_2019_03_16_20_45_09_121.jpg,0,0.7472098,0,16.31637
/Users/Ramon/Desktop/self-driving-sim-data2/IMG/center_2019_03_16_20_45_09_193.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/left_2019_03_16_20_45_09_193.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/right_2019_03_16_20_45_09_193.jpg,0.1,0.961857,0,17.11447
/Users/Ramon/Desktop/self-driving-sim-data2/IMG/center_2019_03_16_20_45_09_262.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/left_2019_03_16_20_45_09_262.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/right_2019_03_16_20_45_09_262.jpg,0.25,1,0,17.92776
/Users/Ramon/Desktop/self-driving-sim-data2/IMG/center_2019_03_16_20_45_09_334.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/left_2019_03_16_20_45_09_334.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/right_2019_03_16_20_45_09_334.jpg,0.45,1,0,18.65883
/Users/Ramon/Desktop/self-driving-sim-data2/IMG/center_2019_03_16_20_45_09_404.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/left_2019_03_16_20_45_09_404.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/right_2019_03_16_20_45_09_404.jpg,0,1,0,19.10361
/Users/Ramon/Desktop/self-driving-sim-data2/IMG/center_2019_03_16_20_45_09_489.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/left_2019_03_16_20_45_09_489.jpg,/Users/Ramon/Desktop/self-driving-sim-data2/IMG/right_2019_03_16_20_45_09_489.jpg,0,1,0,20.23853
